name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
itunesr,"To enable 'iOS' App Developers to access iTunes App Store Ratings and Reviews using R to extract Basic App Information and Reviews submitted by their App users, Since Apple Store does not provide this straightforward. ",2018-10-11,AbdulMajedRaja RS,http://github.com/amrrs/itunesr,TRUE,https://github.com/amrrs/itunesr,6296,16,1539265082
jaatha,"An estimation method that can use computer simulations to
    approximate maximum-likelihood estimates even when the likelihood function can not
    be evaluated directly. It can be applied whenever it is feasible to conduct many
    simulations, but works best when the data is approximately Poisson distributed.
    It was originally designed for demographic inference in evolutionary
    biology. It has optional support for conducting coalescent simulation using
    the 'coala' package.",2016-05-13,Paul Staab,https://github.com/statgenlmu/jaatha,TRUE,https://github.com/statgenlmu/jaatha,22542,3,1551123391
jagsUI,"A set of wrappers around 'rjags' functions to run Bayesian analyses in 'JAGS' (specifically, via 'libjags').  A single function call can control adaptive, burn-in, and sampling MCMC phases, with MCMC chains run in sequence or in parallel. Posterior distributions are automatically summarized (with the ability to exclude some monitored nodes if desired) and functions are available to generate figures based on the posteriors (e.g., predictive check plots, traceplots). Function inputs, argument syntax, and output format are nearly identical to the 'R2WinBUGS'/'R2OpenBUGS' packages to allow easy switching between MCMC samplers. ",2018-09-12,Ken Kellner <contact@kenkellner.com>,https://github.com/kenkellner/jagsUI,TRUE,https://github.com/kenkellner/jagsui,45768,15,1550762526
janeaustenr,"Full texts for Jane Austen's 6 completed novels, ready for text
    analysis. These novels are ""Sense and Sensibility"", ""Pride and Prejudice"",
    ""Mansfield Park"", ""Emma"", ""Northanger Abbey"", and ""Persuasion"".",2017-06-10,Julia Silge,https://github.com/juliasilge/janeaustenr,TRUE,https://github.com/juliasilge/janeaustenr,360012,72,1527625957
janitor,"The main janitor functions can: perfectly format data.frame column
    names; provide quick counts of variable combinations (i.e., frequency
    tables and crosstabs); and isolate duplicate records. Other janitor functions
    nicely format the tabulation results. These tabulate-and-report functions
    approximate popular features of SPSS and Microsoft Excel. This package
    follows the principles of the ""tidyverse"" and works well with the pipe function
    %>%. janitor was built with beginning-to-intermediate R users in mind and is
    optimized for user-friendliness. Advanced R users can already do everything
    covered here, but with janitor they can do it faster and save their thinking for
    the fun stuff.",2018-07-31,Sam Firke,https://github.com/sfirke/janitor,TRUE,https://github.com/sfirke/janitor,112069,607,1552658872
jaod,"Client for the Directory of Open Access Journals ('DOAJ')
    (<https://doaj.org/>). 'API' documentation at
    <https://doaj.org/api/v1/docs>. Methods included for working with
    all 'DOAJ' 'API' routes: fetch article information by identifier,
    search for articles, fetch journal information by identifier,
    and search for journals.",2017-09-01,Scott Chamberlain,https://github.com/ropenscilabs/jaod,TRUE,https://github.com/ropenscilabs/jaod,3157,8,1541631922
jcolors,Contains a selection of color palettes and 'ggplot2' themes designed by the package author.,2018-08-09,Jared Huling,https://jaredhuling.github.io/jcolors/,TRUE,https://github.com/jaredhuling/jcolors,12936,9,1540081424
jeek,"Provides a fast and scalable joint estimator for integrating additional knowledge in learning multiple related sparse Gaussian Graphical Models (JEEK). The JEEK algorithm can be used to fast estimate multiple related precision matrices in a large-scale. For instance, it can identify multiple gene networks from multi-context gene expression datasets. By performing data-driven network inference from high-dimensional and heterogeneous data sets, this tool can help users effectively translate aggregated data into knowledge that take the form of graphs among entities. Please run demo(jeek) to learn the basic functions provided by this package. For further details, please read the original paper: Beilun Wang, Arshdeep Sekhon, Yanjun Qi ""A Fast and Scalable Joint Estimator for Integrating Additional Knowledge in Learning Multiple Related Sparse Gaussian Graphical Models"" (ICML 2018) <arXiv:1806.00548>.",2018-07-07,Beilun Wang,https://github.com/QData/jeek,TRUE,https://github.com/qdata/jeek,2006,0,1547746762
jetpack,"Manage project dependencies from your DESCRIPTION file. Create a reproducible virtual environment with minimal additional files in your project. Provides tools to add, remove, and update dependencies as well as install existing dependencies with a single function.",2019-02-12,Andrew Kane,https://github.com/ankane/jetpack,TRUE,https://github.com/ankane/jetpack,3635,157,1551650865
jiebaR,"Chinese text segmentation, keyword extraction and speech tagging
    For R.",2019-03-12,Qin Wenfeng,https://github.com/qinwf/jiebaR/,TRUE,https://github.com/qinwf/jiebar,76199,250,1552293298
jipApprox,"Approximate joint-inclusion probabilities in Unequal Probability Sampling, or compute Monte Carlo approximations of the first and second-order inclusion probabilities of a general sampling design as in Fattorini (2006) <doi:10.1093/biomet/93.2.269>.",2019-02-09,Roberto Sichera,NA,TRUE,https://github.com/rhobis/jipapprox,1438,0,1548589732
JMbayes,Shared parameter models for the joint modeling of longitudinal and time-to-event data using MCMC; Dimitris Rizopoulos (2016) <doi:10.18637/jss.v072.i07>. ,2019-03-25,Dimitris Rizopoulos <d.rizopoulos@erasmusmc.nl>,https://github.com/drizopoulos/JMbayes,TRUE,https://github.com/drizopoulos/jmbayes,37771,15,1554403268
jmcm,"Fit joint mean-covariance models for longitudinal data. The models
    and their components are represented using S4 classes and methods. The core
    computational algorithms are implemented using the 'Armadillo' C++ library
    for numerical linear algebra and 'RcppArmadillo' glue.",2018-11-10,Jianxin Pan,https://github.com/ypan1988/jmcm/,TRUE,https://github.com/ypan1988/jmcm,10663,2,1541803107
jmotif,"Implements time series z-normalization, SAX, HOT-SAX, VSM, SAX-VSM, RePair, and RRA
    algorithms facilitating time series motif (i.e., recurrent pattern), discord (i.e., anomaly),
    and characteristic pattern discovery along with interpretable time series classification.",2018-02-07,Pavel Senin,https://github.com/jMotif/jmotif-R,TRUE,https://github.com/jmotif/jmotif-r,13723,40,1537968810
jmvcore,"A framework for creating rich interactive analyses for the jamovi
    platform (see <https://www.jamovi.org> for more information).",2019-03-28,Jonathon Love,https://www.jamovi.org,TRUE,https://github.com/jamovi/jmvcore,50290,2,1554514672
joineR,"Analysis of repeated measurements and time-to-event data via random
    effects joint models. Fits the joint models proposed by Henderson and colleagues
    <doi:10.1093/biostatistics/1.4.465> (single event time) and by Williamson and
    colleagues (2008) <doi:10.1002/sim.3451> (competing risks events time) to a
    single continuous repeated measure. The time-to-event data is modelled using a 
    (cause-specific) Cox proportional hazards regression model with time-varying 
    covariates. The longitudinal outcome is modelled using a linear mixed effects
    model. The association is captured by a latent Gaussian process. The model is 
    estimated using am Expectation Maximization algorithm. Some plotting functions 
    and the variogram are also included. This project is funded by the Medical 
    Research Council (Grant numbers G0400615 and MR/M013227/1).",2018-05-18,Pete Philipson  (<https://orcid.org/0000-0001-7846-0208>),https://github.com/graemeleehickey/joineR/,TRUE,https://github.com/graemeleehickey/joiner,28518,7,1527585627
joineRmeta,"Fits joint models of the type proposed by Henderson and colleagues 
    (2000) <doi:10.1093/biostatistics/1.4.465>, but extends to the multi-study, 
    meta-analytic case. Functions for meta-analysis of a single longitudinal and 
    a single  time-to-event outcome from multiple studies using joint models.  
    Options to produce plots for multi study joint data, to pool joint model 
    fits from 'JM' and 'joineR' packages in a two stage meta-analysis, and to 
    model multi-study joint data in a one stage meta-analysis.",2018-03-09,Maria Sudell  (<https://orcid.org/0000-0002-7919-4981>),https://github.com/mesudell/joineRmeta/,TRUE,https://github.com/mesudell/joinermeta,2739,1,1529432428
joineRML,"Fits the joint model proposed by Henderson and colleagues (2000) 
    <doi:10.1093/biostatistics/1.4.465>, but extended to the case of multiple 
    continuous longitudinal measures. The time-to-event data is modelled using a 
    Cox proportional hazards regression model with time-varying covariates. The 
    multiple longitudinal outcomes are modelled using a multivariate version of the 
    Laird and Ware linear mixed model. The association is captured by a multivariate
    latent Gaussian process. The model is estimated using a Monte Carlo Expectation 
    Maximization algorithm. This project is funded by the Medical Research Council 
    (Grant number MR/M013227/1).",2018-05-28,Graeme L. Hickey (<https://orcid.org/0000-0002-4989-0054>),https://github.com/petephilipson/joineRML,TRUE,https://github.com/petephilipson/joinerml,22931,0,1533068952
JointAI,"Provides joint analysis and imputation of (generalized) 
    linear and cumulative logit regression models, (generalized) linear and 
    cumulative logit mixed models and parametric (Weibull) as well as Cox
    proportional hazards survival models with incomplete (covariate) data in 
    the Bayesian framework.
    The package performs some preprocessing of the data and creates a 'JAGS'
    model, which will then automatically be passed to 'JAGS' 
    <http://mcmc-jags.sourceforge.net> with the help of 
    the package 'rjags'.
    It also provides summary and plotting functions for the output and allows 
    to export imputed values.",2019-03-08,Nicole S. Erler  (<https://orcid.org/0000-0002-9370-6832>),https://nerler.github.io/JointAI,TRUE,https://github.com/nerler/jointai,4408,2,1552579342
JointNets,"A set of tools for performing sparse Gaussian graphical model (joint, multiple and difference) estimation from high dimensional dataset. It contains a general purpose visualization function as well as a specialized function for 3d brain network. Simulation and evaluation modules are available. It also contains a simple GUI built in shiny for easy graph visualization. Methods include SIMULE (Wang B et al. (2017) <doi:10.1007/s10994-017-5635-7>), WSIMULE (Singh C et al. (2017) <arXiv:1709.04090v2>), DIFFEE (Wang B et al. (2018) <arXiv:1710.11223>), FASJEM (Wang B et al. (2018) <arXiv:1702.02715v3>), JEEK (Wang B et al. (2018) <arXiv:1806.00548>) and DIFFEEK (Wang B et al, under final review for publication).",2018-12-25,Zhaoyang Wang,https://github.com/QData/JointNets,TRUE,https://github.com/qdata/jointnets,1425,0,1545786411
jointseg,"Methods for fast segmentation of multivariate
    signals into piecewise constant profiles and for generating realistic
    copy-number profiles. A typical application is the joint segmentation of total
    DNA copy numbers and allelic ratios obtained from Single Nucleotide Polymorphism
    (SNP) microarrays in cancer studies. The methods are described in Pierre-Jean, 
    Rigaill and Neuvial (2015) <doi:10.1093/bib/bbu026>.",2019-01-11,Morgane Pierre-Jean,https://github.com/mpierrejean/jointseg,TRUE,https://github.com/mpierrejean/jointseg,4408,4,1546858725
jqr,"Client for 'jq', a 'JSON' processor (<https://stedolan.github.io/jq/>), 
    written in C. 'jq' allows the following with 'JSON' data: index into, parse, 
    do calculations, cut up and filter, change key names and values, perform 
    conditionals and comparisons, and more.",2018-10-22,Scott Chamberlain,https://github.com/ropensci/jqr,TRUE,https://github.com/ropensci/jqr,141377,95,1551957611
jrc,An 'httpuv' based bridge between R and 'JavaScript'. Provides an easy way to exchange commands and data between a web page and a currently running R session. ,2019-03-31,Svetlana Ovchinnikova,https://github.com/anders-biostat/jrc,TRUE,https://github.com/anders-biostat/jrc,101,7,1554123225
jrvFinance,"Implements the basic financial analysis
    functions similar to (but not identical to) what
    is available in most spreadsheet software. This
    includes finding the IRR and NPV of regularly
    spaced cash flows and annuities. Bond pricing and
    YTM calculations are included. In addition, Black
    Scholes option pricing and Greeks are also
    provided.",2019-03-15,Jayanth Varma,http://github.com/jrvarma/jrvFinance,TRUE,https://github.com/jrvarma/jrvfinance,11788,3,1552654766
js,"A set of utilities for working with JavaScript syntax in R.
    Includes tools to parse, tokenize, compile, validate, reformat, optimize 
    and analyze JavaScript code.",2017-07-28,Jeroen Ooms,https://github.com/jeroen/js,TRUE,https://github.com/jeroen/js,14876,44,1524914890
jskm,The function 'jskm()' creates publication quality Kaplan-Meier plot with at risk tables below. 'svyjskm()' provides plot for weighted Kaplan-Meier estimator. ,2019-03-12,Jinseob Kim  (<https://orcid.org/0000-0002-9403-605X>),https://github.com/jinseob2kim/jskm,TRUE,https://github.com/jinseob2kim/jskm,1036,0,1552393655
jsmodule,"'RStudio' addins and 'Shiny' modules for descriptive statistics, regression and survival analysis.",2019-03-08,Jinseob Kim  (<https://orcid.org/0000-0002-9403-605X>),https://github.com/jinseob2kim/jsmodule,TRUE,https://github.com/jinseob2kim/jsmodule,289,1,1552399714
jsonlite,"A fast JSON parser and generator optimized for statistical data
    and the web. Started out as a fork of 'RJSONIO', but has been completely
    rewritten in recent versions. The package offers flexible, robust, high
    performance tools for working with JSON in R and is particularly powerful
    for building pipelines and interacting with a web API. The implementation is
    based on the mapping described in the vignette (Ooms, 2014). In addition to
    converting JSON data from/to R objects, 'jsonlite' contains functions to
    stream, validate, and prettify JSON data. The unit tests included with the
    package verify that all edge cases are encoded and decoded consistently for
    use with dynamic data in systems and applications.",2018-12-07,Jeroen Ooms,"https://arxiv.org/abs/1403.2805,
https://www.opencpu.org/posts/jsonlite-a-smarter-json-encoder",TRUE,https://github.com/jeroen/jsonlite,13237430,209,1552052520
jsonvalidate,"Uses the node library 'is-my-json-valid' to validate 'JSON' against
    a 'JSON' schema.",2016-06-13,Rich FitzJohn,https://github.com/ropenscilabs/jsonvalidate,TRUE,https://github.com/ropenscilabs/jsonvalidate,96083,24,1529068292
jsr223,"Provides a high-level integration for the 'Java' platform that makes 'Java' objects easy to use from within 'R'; provides a unified interface to integrate 'R' with several programming languages; and features extensive data exchange between 'R' and 'Java'. The 'jsr223'-supported programming languages include 'Groovy', 'JavaScript', 'JRuby' ('Ruby'), 'Jython' ('Python'), and 'Kotlin'. Any of these languages can use and extend 'Java' classes in natural syntax. Furthermore, solutions developed in any of the 'jsr223'-supported languages are also accessible to 'R' developers. The 'jsr223' package also features callbacks, script compiling, and string interpolation. In all, 'jsr223' significantly extends the computing capabilities of the 'R' software environment.",2018-12-12,Floid R. Gilbert,https://github.com/floidgilbert/jsr223,TRUE,https://github.com/floidgilbert/jsr223,3192,5,1544655917
jstable,"Create regression tables from generalized linear model(GLM), generalized estimating equation(GEE), generalized linear mixed-effects model(GLMM), Cox proportional hazards model, survey-weighted generalized linear model(svyglm) and survey-weighted Cox model results for publication.",2019-03-07,Jinseob Kim  (<https://orcid.org/0000-0002-9403-605X>),https://github.com/jinseob2kim/jstable,TRUE,https://github.com/jinseob2kim/jstable,1710,1,1552393685
jstor,"Functions and helpers to import metadata, ngrams and full-texts 
    delivered by Data for Research by JSTOR. ",2018-12-12,Thomas Klebel  (<https://orcid.org/0000-0002-7331-4751>),"https://github.com/ropensci/jstor,
https://ropensci.github.io/jstor/",TRUE,https://github.com/ropensci/jstor,3527,29,1544629304
jsTree,"Create and customize interactive trees using the 'jQuery' 'jsTree' <https://www.jstree.com/>
    plugin library and the 'htmlwidgets' package. These trees can be used
    directly from the R console, from 'RStudio', in Shiny apps and R Markdown documents.",2017-10-24,Jonathan Sidi,https://github.com/metrumresearchgroup/jsTree,TRUE,https://github.com/metrumresearchgroup/jstree,3429,20,1525958622
jtools,"This is a collection of tools that the author (Jacob) has written
  for the purpose of more efficiently understanding and sharing the results of
  (primarily) regression analyses. There are also a number of miscellaneous
  functions for statistical and programming purposes. Just about everything 
  supports models from the survey package.",2019-02-08,Jacob A. Long  (<https://orcid.org/0000-0002-1582-6214>),https://github.com/jacob-long/jtools,TRUE,https://github.com/jacob-long/jtools,51882,52,1552263606
JuliaCall,"Provides an R interface to 'Julia',
    which is a high-level, high-performance dynamic programming language
    for numerical computing, see <https://julialang.org/> for more information.
    It provides a high-level interface as well as a low-level interface.
    Using the high level interface, you could call any 'Julia' function just like
    any R function with automatic type conversion. Using the low level interface,
    you could deal with C-level SEXP directly while enjoying the convenience of
    using a high-level programming language like 'Julia'.",2019-03-22,Changcheng Li,https://github.com/Non-Contradiction/JuliaCall,TRUE,https://github.com/non-contradiction/juliacall,58724,69,1553204883
JuniperKernel,"Provides a full implementation of the 'Jupyter' <http://jupyter.org/> messaging protocol in C++ by leveraging 'Rcpp' and 'Xeus' <https://github.com/QuantStack/xeus>.
             'Jupyter' supplies an interactive computing environment and a messaging protocol defined over 'ZeroMQ' for multiple programming languages. This package implements
             the 'Jupyter' kernel interface so that 'R' is exposed to this interactive computing environment. 'ZeroMQ' functionality is provided by the 'pbdZMQ' package.
             'Xeus' is a C++ library that facilitates the implementation of kernels for 'Jupyter'. Additionally, 'Xeus' provides an interface to libraries that exist in the 'Jupyter' ecosystem for building widgets,
             plotting, and more <https://blog.jupyter.org/interactive-workflows-for-c-with-jupyter-fe9b54227d92>. 'JuniperKernel' uses 'Xeus' as a library for the 'Jupyter' messaging protocol.",2018-07-09,Spencer Aiello,https://github.com/JuniperKernel/JuniperKernel,TRUE,https://github.com/juniperkernel/juniperkernel,6974,43,1544394923
junr,"
    The 'Junar' API is a commercial platform to organize and publish data
    <http://www.junar.com>. It has been used in a number of national and local
    government Open Data initiatives in Latin America and the USA. This package
    is a wrapper to make it easier to access data made public through the 'Junar'
    API.",2017-12-11,Frans van Dunné,https://github.com/fvd/junr,TRUE,https://github.com/fvd/junr,6614,1,1553991832
jvcoords,"
  Provides functions to standardize and whiten data, and to perform
  Principal Component Analysis (PCA).  The main advantage of this
  package over alternatives like prcomp() is, that jvcoords makes it
  easy to convert (additional) data between the original and the
  transformed coordinates.  The package also provides a class coords,
  which can represent affine coordinate transformations.  This class
  forms the basis of the transformations provided by the package, but
  can also be used independently.  The implementation has been
  optimized to be of comparable speed (and sometimes even faster) than
  existing alternatives.",2018-12-17,Jochen Voss  (<https://orcid.org/0000-0002-2323-3814>),https://github.com/seehuhn/jvcoords,TRUE,https://github.com/seehuhn/jvcoords,947,0,1544380504
JWileymisc,"A collection of miscellaneous tools and functions,
    such as tools to generate descriptive statistics tables,
    format output, visualize relations among variables or check
    distributions.",2018-09-15,Joshua F. Wiley <jwiley.psych@gmail.com>,https://github.com/JWiley/JWileymisc,TRUE,https://github.com/jwiley/jwileymisc,6870,2,1551402261
jwutil,"This is a set of simple utilities for various data manipulation and testing tasks.
    The goal is to use core R tools well, without bringing in many
    dependencies. Main areas of interest are semi-automated data frame manipulation, such as
    converting factors in multiple binary indicator columns. There are testing
    functions which provide 'testthat' expectations to permute arguments to
    function calls. There are functions and data to test extreme numbers, dates,
    and bad input of various kinds which should allow testing failure and corner
    cases, which can be used for fuzzing your functions. The test suite has many examples of usage.",2018-06-11,Jack O. Wasey,https://github.com/jackwasey/jwutil,TRUE,https://github.com/jackwasey/jwutil,5796,0,1543789823
kableExtra,"Build complex HTML or 'LaTeX' tables using 'kable()' from 'knitr' 
    and the piping syntax from 'magrittr'. Function 'kable()' is a light weight 
    table generator coming from 'knitr'. This package simplifies the way to 
    manipulate the HTML or 'LaTeX' codes generated by 'kable()' and allows 
    users to construct complex tables and customize styles using a readable 
    syntax. ",2019-03-16,Hao Zhu  (<https://orcid.org/0000-0002-3386-6076>),"http://haozhu233.github.io/kableExtra/,
https://github.com/haozhu233/kableExtra",TRUE,https://github.com/haozhu233/kableextra,338167,304,1554443468
kamila,"Implements methods for clustering mixed-type data,
  specifically combinations of continuous and nominal data. Special attention
  is paid to the often-overlooked problem of equitably balancing the
  contribution of the continuous and categorical variables. This package
  implements KAMILA clustering, a novel method for clustering
  mixed-type data in the spirit of k-means clustering. It does not require
  dummy coding of variables, and is efficient enough to scale to rather large
  data sets. Also implemented is Modha-Spangler clustering, which uses a
  brute-force strategy to maximize the cluster separation simultaneously in the
  continuous and categorical variables. For more information, see Foss, Markatou,
  Ray, & Heching (2016) <doi:10.1007/s10994-016-5575-7> and Foss & Markatou
  (2018) <doi:10.18637/jss.v083.i13>.",2019-03-16,Alexander Foss,https://github.com/ahfoss/kamila,TRUE,https://github.com/ahfoss/kamila,7074,3,1552708181
kayadata,"Provides data for Kaya identity variables (population, gross 
             domestic product, primary energy consumption, and energy-related 
             CO2 emissions) for the world and for individual nations, and 
             utility functions for looking up data,  plotting trends of 
             Kaya variables, and plotting the fuel mix for a given country
             or region. The Kaya identity (Yoichi Kaya and Keiichi Yokobori, 
             ""Environment, Energy, and Economy: Strategies for Sustainability"" 
             (United Nations University Press, 1998) and 
             <https://en.wikipedia.org/wiki/Kaya_identity>) expresses a nation's 
             or region's greenhouse gas emissions in terms of its population, 
             per-capita Gross Domestic Product, the energy intensity of its 
             economy, and the carbon-intensity of its energy supply.",2019-03-22,Jonathan Gilligan  (<https://orcid.org/0000-0003-1375-6686>),https://github.com/jonathan-g/kayadata,TRUE,https://github.com/jonathan-g/kayadata,120,0,1553279921
kde1d,"Provides an efficient implementation of univariate local polynomial
    kernel density estimators that can handle bounded and discrete data. See 
    Geenens (2014) <arXiv:1303.4121>, 
    Geenens and Wang (2018) <arXiv:1602.04862>, 
    Nagler (2018a) <arXiv:1704.07457>, 
    Nagler (2018b) <arXiv:1705.05431>.",2018-05-28,Thomas Nagler,https://github.com/tnagler/kde1d,TRUE,https://github.com/tnagler/kde1d,5137,4,1538590346
kdevine,"Implements the vine copula based kernel density estimator of
    Nagler and Czado (2016) <doi:10.1016/j.jmva.2016.07.003>. The estimator does
    not suffer from the curse of dimensionality and is therefore well suited for
    high-dimensional applications.",2018-12-17,Thomas Nagler,https://github.com/tnagler/kdevine,TRUE,https://github.com/tnagler/kdevine,6010,7,1545243700
kdtools,"Provides various tools for working with multidimensional
  data in R and C++, including extremely fast nearest-neighbor- and range-
  queries without the overhead of linked tree nodes.",2018-04-26,Timothy Keitt,https://github.com/thk686/kdtools,TRUE,https://github.com/thk686/kdtools,2880,5,1550607552
kehra,"Collection of utility functions used in the KEHRA project (see http://www.brunel.ac.uk/ife/britishcouncil). It refers to the multidimensional analysis of air pollution, weather and health data.",2016-06-10,Claudia Vitolo,https://github.com/kehraProject/r_kehra,TRUE,https://github.com/kehraproject/r_kehra,5119,1,1550564305
keras,"Interface to 'Keras' <https://keras.io>, a high-level neural
  networks 'API'. 'Keras' was developed with a focus on enabling fast experimentation,
  supports both convolution based networks and recurrent networks (as well as
  combinations of the two), and runs seamlessly on both 'CPU' and 'GPU' devices.",2019-04-05,Daniel Falbel [ctb,https://keras.rstudio.com,TRUE,https://github.com/rstudio/keras,217517,530,1554515559
kerasformula,"Adds a high-level interface for 'keras' neural nets. kms() fits neural net and accepts R formulas to aid data munging and hyperparameter selection. kms() can optionally accept a compiled keras_sequential_model() from 'keras'. 
    kms() accepts a number of parameters (like loss and optimizer) and splits the data into (optionally sparse) test and training matrices. kms() facilitates setting advanced hyperparameters (e.g., regularization). kms() returns a single object with predictions, a confusion matrix, and function call details.",2018-08-23,Pete Mohanty,https://github.com/rdrr1990/kerasformula,TRUE,https://github.com/rdrr1990/kerasformula,5716,52,1536521476
kernelboot,"Smoothed bootstrap and functions for random generation from
             univariate and multivariate kernel densities. It does not
             estimate kernel densities.",2018-07-04,Tymoteusz Wolodzko,https://github.com/twolodzko/kernelboot,TRUE,https://github.com/twolodzko/kernelboot,8019,0,1540117094
KernelKnn,Extends the simple k-nearest neighbors algorithm by incorporating numerous kernel functions and a variety of distance metrics. The package takes advantage of 'RcppArmadillo' to speed up the calculation of distances between observations.,2018-01-16,Lampros Mouselimis <mouselimislampros@gmail.com>,https://github.com/mlampros/KernelKnn,TRUE,https://github.com/mlampros/kernelknn,15617,7,1551865880
KeyboardSimulator,Control your keyboard and mouse with R code by simulating key presses and mouse clicks. The input simulation is implemented with the Windows API.,2019-01-10,Jim Chen,https://github.com/ChiHangChen/KeyboardSimulator,TRUE,https://github.com/chihangchen/keyboardsimulator,9400,5,1547169899
keyholder,"Tools for keeping track of information, named ""keys"", about rows of
    data frame like objects. This is done by creating special attribute ""keys""
    which is updated after every change in rows (subsetting, ordering, etc.).
    This package is designed to work tightly with 'dplyr' package.",2018-12-01,Evgeni Chasnovski,"https://echasnovski.github.io/keyholder/,
https://github.com/echasnovski/keyholder/",TRUE,https://github.com/echasnovski/keyholder,3949,2,1543768974
keypress,"Wait for a single key press at the 'R' prompt.
    This works in terminals, but does not currently work
    in the 'Windows' 'GUI', the 'OS X' 'GUI' ('R.app'),
    in 'Emacs' 'ESS', in an 'Emacs' shell buffer or in
    'R Studio'. In these cases 'keypress' stops with an
    error message.",2017-03-02,Gábor Csárdi,https://github.com/gaborcsardi/keypress,TRUE,https://github.com/gaborcsardi/keypress,8655,12,1553680661
KFAS,"State space modelling is an efficient and flexible framework for 
    statistical inference of a broad class of time series and other data. KFAS 
    includes computationally efficient functions for Kalman filtering, smoothing, 
    forecasting, and simulation of multivariate exponential family state space models, 
    with observations from Gaussian, Poisson, binomial, negative binomial, and gamma 
    distributions. See the paper by Helske (2017) <doi:10.18637/jss.v078.i10> for details.",2019-02-03,Jouni Helske  (<https://orcid.org/0000-0001-7130-793X>),NA,TRUE,https://github.com/helske/kfas,124166,20,1549013059
khroma,"Colour schemes for archaeological data visualization. This package 
    provides Paul Tol's colour schemes and several thematic palettes (geologic 
    timescale, FAO soils, etc.) with scales for 'ggplot2'.",2019-02-24,Nicolas Frerebeau  (<https://orcid.org/0000-0001-5759-4944>),https://cran.r-project.org/package=khroma,TRUE,https://github.com/nfrerebeau/khroma,1786,3,1554034073
kitagawa,"Provides tools to calculate the theoretical hydrodynamic response
    of an aquifer undergoing harmonic straining or pressurization, or analyze
    measured responses. There are
    two classes of models here: (1) for sealed wells, based on the model of 
    Kitagawa et al (2011, <doi:10.1029/2010JB007794>), 
    and (2) for open wells, based on the models of
    Cooper et al (1965, <doi:10.1029/JZ070i016p03915>), 
    Hsieh et al (1987, <doi:10.1029/WR023i010p01824>), 
    Rojstaczer (1988, <doi:10.1029/JB093iB11p13619>), and 
    Liu et al (1989, <doi:10.1029/JB094iB07p09453>). These models treat 
    strain (or aquifer head) as an input to the
    physical system, and fluid-pressure (or water height) as the output. The
    applicable frequency band of these models is characteristic of seismic
    waves, atmospheric pressure fluctuations, and solid earth tides.",2018-09-14,Andrew J Barbour,https://github.com/abarbour/kitagawa,TRUE,https://github.com/abarbour/kitagawa,13136,2,1552078316
kiwisR,"A wrapper for querying 'WISKI' databases via the 'KiWIS' 'REST' API. 'WISKI' is an 'SQL' relational database 
  used for the collection and storage of water data developed by KISTERS and 'KiWIS' is a 'REST' service that provides
  access to 'WISKI' databases via HTTP requests (<https://water.kisters.de/en/technology-trends/kisters-and-open-data/>). 
  Contains a list of default databases (called 'hubs') and also allows users to provide their own 'KiWIS' URL. 
  Supports the entire query process- from metadata to specific time series values. All data is returned as tidy tibbles.",2019-03-10,Ryan Whaley,https://github.com/rywhale/kiwisR,TRUE,https://github.com/rywhale/kiwisr,264,3,1552305701
kknn,"Weighted k-Nearest Neighbors for Classification, Regression and Clustering.",2016-03-26,Klaus Schliep,https://github.com/KlausVigo/kknn,TRUE,https://github.com/klausvigo/kknn,190394,13,1553107233
kmer,"Contains tools for rapidly computing distance matrices 
    and clustering large sequence datasets using fast alignment-free 
    k-mer counting and recursive k-means partitioning. 
    See Vinga and Almeida (2003) <doi:10.1093/bioinformatics/btg005> 
    for a review of k-mer counting methods and applications for 
    biological sequence analysis.",2019-03-15,Shaun Wilkinson,http://github.com/shaunpwilkinson/kmer,TRUE,https://github.com/shaunpwilkinson/kmer,7602,6,1552617626
kmeRs,"Contains tools to calculate similarity score matrix for DNA k-mers. The pairwise
            similarity score is calculated using PAM or BLOSUM substitution matrix. The 
            results are evaluated by similarity score calculated by Needleman-Wunsch 
            (1970) <doi:10.1016/0022-2836(70)90057-4> global or Smith-Waterman 
            (1981) <doi:10.1016/0022-2836(81)90087-5> local alignment. Higher similarity
            score indicates more similar sequences for BLOSUM and less similar sequences
            for PAM matrix; 30, 40, 70, 120, 250 and 62, 45, 50, 62, 80, 100 matrix 
            versions are available for PAM and BLOSUM, respectively. ",2018-11-03,Rafal Urniaz  (<https://orcid.org/0000-0003-0192-2165>),https://rafalurniaz.github.io/kmeRs/,TRUE,https://github.com/rafalurniaz/kmers,1356,0,1552860062
kmi,"Performs a Kaplan-Meier multiple imputation to recover the missing potential censoring information from competing risks events, so that standard right-censored methods could be applied to the imputed data sets to perform analyses of the cumulative incidence functions (Allignol and Beyersmann, 2010 <doi:10.1093/biostatistics/kxq018>).",2018-05-22,Arthur Allignol <arthur.allignol@gmail.com>,https://github.com/aallignol/kmi,TRUE,https://github.com/aallignol/kmi,25897,1,1527016121
knitr,"Provides a general-purpose tool for dynamic report generation in R
    using Literate Programming techniques.",2019-03-08,Yihui Xie  (<https://orcid.org/0000-0003-0645-5666>),https://yihui.name/knitr/,TRUE,https://github.com/yihui/knitr,11039074,1755,1554329283
