name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit,downloads_per_star
beezdemand,"Facilitates many of the analyses performed in studies of
    behavioral economic demand. The package supports commonly-used options for
		modeling operant demand including (1) data screening proposed by Stein,
		Koffarnus, Snider, Quisenberry, & Bickel (2015; <doi:10.1037/pha0000020>),
		(2) fitting models of demand such as linear (Hursh, Raslear, Bauman,
		& Black, 1989, <doi:10.1007/978-94-009-2470-3_22>), exponential	(Hursh & Silberberg, 2008,
		<doi:10.1037/0033-295X.115.1.186>) and modified exponential (Koffarnus,
		Franck, Stein, & Bickel, 2015, <doi:10.1037/pha0000045>), and (3) calculating
		numerous measures	relevant to applied behavioral economists (Intensity,
		Pmax, Omax). Also	supports plotting and comparing data.",2018-07-31,Brent Kaplan,https://github.com/brentkaplan/beezdemand,TRUE,https://github.com/brentkaplan/beezdemand,8349,8,2020-06-08T15:57:20Z,1043.625
beginr,"Useful functions for R beginners, including hints for the arguments of the 'plot()' function, self-defined functions for error bars, user-customized pair plots and hist plots, enhanced linear regression figures, etc.. This package could be helpful to R experts as well.",2019-05-02,Peng Zhao,https://github.com/pzhaonet/beginr,TRUE,https://github.com/pzhaonet/beginr,16187,12,2020-02-10T08:52:24Z,1348.9166666666667
behavr,Implements an S3 class based on 'data.table' to store and process efficiently ethomics (high-throughput behavioural) data.,2019-01-03,Quentin Geissmann,https://github.com/rethomics/behavr,TRUE,https://github.com/rethomics/behavr,12218,4,2020-06-09T01:45:46Z,3054.5
belg,"Calculates the Boltzmann entropy of a landscape gradient.
    This package uses the analytical method created by Gao, P., Zhang, H.
    and Li, Z., 2018 (<doi:10.1111/tgis.12315>) and by Gao, P. and Li, Z., 2019
    (<doi:10.1007/s10980-019-00854-3>). It also extend the original ideas by
    allowing calculations on data with missing values.",2020-04-01,Jakub Nowosad,https://r-spatialecology.github.io/belg/,TRUE,https://github.com/r-spatialecology/belg,12220,9,2020-04-29T12:16:21Z,1357.7777777777778
bench,Tools to accurately benchmark and analyze execution times for R expressions.,2020-01-13,Jim Hester,https://github.com/r-lib/bench,TRUE,https://github.com/r-lib/bench,72927,176,2020-05-20T12:43:06Z,414.35795454545456
benchmarkme,"Benchmark your CPU and compare against other CPUs.
    Also provides functions for obtaining system specifications, such as
    RAM, CPU type, and R version.",2020-05-09,Colin Gillespie,https://github.com/csgillespie/benchmarkme,TRUE,https://github.com/csgillespie/benchmarkme,52838,27,2020-05-09T20:59:15Z,1956.962962962963
benchmarkmeData,"Crowd sourced benchmarks from running the
    'benchmarkme' package.",2020-04-23,Colin Gillespie,https://github.com/csgillespie/benchmarkme-data,TRUE,https://github.com/csgillespie/benchmarkme-data,52627,1,2020-04-23T14:31:48Z,52627
benford.analysis,Provides tools that make it easier to validate data using Benford's Law.,2018-12-21,Carlos Cinelli,http://github.com/carloscinelli/benford.analysis,TRUE,https://github.com/carloscinelli/benford.analysis,36968,28,2019-08-24T05:04:03Z,1320.2857142857142
berryFunctions,"Draw horizontal histograms, color scattered points by 3rd dimension,
    enhance date- and log-axis plots, zoom in X11 graphics, trace errors and warnings, 
    use the unit hydrograph in a linear storage cascade, convert lists to data.frames and arrays, 
    fit multiple functions.",2020-06-06,Berry Boessenkool,https://github.com/brry/berryFunctions,TRUE,https://github.com/brry/berryfunctions,61949,8,2020-06-09T12:04:45Z,7743.625
BEST,"An alternative to t-tests, producing posterior estimates
  for group means and standard deviations and their differences and
  effect sizes.",2020-05-18,John K. Kruschke and Mike Meredith,NA,TRUE,https://github.com/mikemeredith/best,50153,15,2020-05-22T06:35:25Z,3343.5333333333333
bestNormalize,"Estimate a suite of normalizing transformations, including 
    a new adaptation of a technique based on ranks which can guarantee 
    normally distributed transformed data if there are no ties: ordered 
    quantile normalization (ORQ). ORQ normalization combines a rank-mapping
    approach with a shifted logit approximation that allows
    the transformation to work on data outside the original domain. It is 
    also able to handle new data within the original domain via linear 
    interpolation. The package is built to estimate the best normalizing 
    transformation for a vector consistently and accurately. It implements 
    the Box-Cox transformation, the Yeo-Johnson transformation, three types 
    of Lambert WxF transformations, and the ordered quantile normalization 
    transformation. It also estimates the normalization efficacy of other
    commonly used transformations, and finally it allows users to specify 
    custom transformations or normalization statistics.",2020-06-08,Ryan Andrew Peterson,https://github.com/petersonR/bestNormalize,TRUE,https://github.com/petersonr/bestnormalize,95532,17,2020-06-09T14:14:52Z,5619.529411764706
bets.covid19,"Implements likelihood inference for early epidemic analysis. BETS is short for the four key epidemiological events being modeled: Begin of exposure, End of exposure, time of Transmission, and time of Symptom onset. The package contains a dataset of the trajectory of confirmed cases during the coronavirus disease (COVID-19) early outbreak. More detail of the statistical methods can be found in Zhao et al. (2020) <arXiv:2004.07743>.",2020-05-12,Qingyuan Zhao,https://github.com/qingyuanzhao/bets.covid19,TRUE,https://github.com/qingyuanzhao/bets.covid19,463,26,2020-06-01T18:24:53Z,17.807692307692307
BFpack,"Implementation of various default Bayes factors
    for testing statistical hypotheses. The package is
    intended for applied quantitative researchers in the
    social and behavioral sciences, medical research,
    and related fields. The Bayes factor tests can be
    executed for statistical models such as 
    univariate and multivariate normal linear models,
    generalized linear models, special cases of 
    linear mixed models, survival models, relational
    event models. Parameters that can be tested are
    location parameters (e.g., regression coefficients),
    variances (e.g., group variances), and measures of 
    association (e.g,. bivariate correlations).
    The statistical underpinnings are
    described in 
    Mulder, Hoijtink, and Xin (2019) <arXiv:1904.00679>,
    Mulder and Gelissen (2019) <arXiv:1807.05819>,
    Mulder (2016) <DOI:10.1016/j.jmp.2014.09.004>,
    Mulder and Fox (2019) <DOI:10.1214/18-BA1115>,
    Mulder and Fox (2013) <DOI:10.1007/s11222-011-9295-3>,
    Boeing-Messing, van Assen, Hofman, Hoijtink, and Mulder <DOI:10.1037/met0000116>,
    Hoijtink, Mulder, van Lissa, and Gu, (2018) <DOI:10.31234/osf.io/v3shc>,
    Gu, Mulder, and Hoijtink, (2018) <DOI:10.1111/bmsp.12110>,
    Hoijtink, Gu, and Mulder, (2018) <DOI:10.1111/bmsp.12145>, and
    Hoijtink, Gu, Mulder, and Rosseel, (2018) <DOI:10.1037/met0000187>.",2020-05-11,Joris Mulder,https://github.com/jomulder/BFpack,TRUE,https://github.com/jomulder/bfpack,4090,6,2020-05-22T15:03:18Z,681.6666666666666
BFS,Search and download data from the Swiss Federal Statistical Office <https://www.bfs.admin.ch/>.,2020-03-25,Félix Luginbuhl,"https://felixluginbuhl.com/BFS, https://github.com/lgnbhl/BFS",TRUE,https://github.com/lgnbhl/bfs,3996,4,2020-03-30T16:58:08Z,999
bfsl,"Provides the solution from York (1968) <doi:10.1016/S0012-821X(68)80059-7>
  for fitting a straight line to bivariate data with errors in both coordinates.
  It gives unbiased estimates of the intercept, slope and standard errors of the
  best-fit straight line to independent points with (possibly correlated) 
  normally distributed errors in both x and y. Other commonly used 
  errors-in-variables methods, such as orthogonal distance regression, geometric
  mean regression or Deming regression are special cases of York’s solution.",2018-12-16,Patrick Sturm,https://github.com/pasturm/bfsl,TRUE,https://github.com/pasturm/bfsl,6165,0,2020-04-17T10:26:03Z,NA
bfsMaps,"At the Swiss Federal Statistical Office (SFSO), spatial maps of Switzerland are available free of charge as 'Cartographic bases for small-scale thematic mapping'. This package contains convenience functions to import ESRI (Environmental Systems Research Institute) shape files using the package 'rgdal' and to plot them easily and quickly without having to worry too much about the technical details.
      It contains utilities to combine multiple areas to one single polygon and to find neighbours for single regions. For any point on a map, a special locator can be used to determine to which municipality, district or canton it belongs.",2020-04-17,Andri Signorell,https://github.com/AndriSignorell/bfsMaps/,TRUE,https://github.com/andrisignorell/bfsmaps,1275,0,2020-04-28T15:45:34Z,NA
bfw,"Derived from the work of Kruschke (2015, <ISBN:9780124058880>),
    the present package aims to provide a framework for conducting Bayesian
    analysis using Markov chain Monte Carlo (MCMC) sampling utilizing the
    Just Another Gibbs Sampler ('JAGS', Plummer, 2003, <http://mcmc-jags.sourceforge.net/>).
    The initial version includes several modules for conducting Bayesian
    equivalents of chi-squared tests, analysis of variance (ANOVA),
    multiple (hierarchical) regression, softmax regression, and for fitting data
    (e.g., structural equation modeling).",2019-11-25,Øystein Olav Skaar,https://github.com/oeysan/bfw/,TRUE,https://github.com/oeysan/bfw,11096,9,2019-11-25T08:02:17Z,1232.888888888889
BGData,"An umbrella package providing a phenotype/genotype data structure
    and scalable and efficient computational methods for large genomic datasets
    in combination with several other packages: 'BEDMatrix', 'LinkedMatrix',
    and 'symDMatrix'.",2019-01-25,Alexander Grueneberg,https://github.com/QuantGen/BGData,TRUE,https://github.com/quantgen/bgdata,14333,17,2020-05-12T21:18:25Z,843.1176470588235
BGGM,"Fit Bayesian Gaussian graphical models. The methods are separated into 
    two Bayesian approaches for inference: hypothesis testing and estimation. There are 
    extensions for confirmatory hypothesis testing, comparing Gaussian graphical models, 
    and node wise predictability. These methods were recently introduced in the Gaussian 
    graphical model literature, including 
    Williams (2019) <doi:10.31234/osf.io/x8dpr>, 
    Williams and Mulder (2019) <doi:10.31234/osf.io/ypxd8>,
    Williams, Rast, Pericchi, and Mulder (2019) <doi:10.31234/osf.io/yt386>.",2020-05-31,Donald Williams,NA,TRUE,https://github.com/donaldrwilliams/bggm,2572,20,2020-06-08T22:17:02Z,128.6
bggum,"Provides a Metropolis-coupled Markov chain Monte Carlo sampler,
    post-processing and parameter estimation functions, and plotting utilities
    for the generalized graded unfolding model of Roberts, Donoghue, and
    Laughlin (2000) <doi:10.1177/01466216000241001>.",2020-01-19,JBrandon Duck-Mayr,https://github.com/duckmayr/bggum,TRUE,https://github.com/duckmayr/bggum,2731,2,2020-01-19T13:37:45Z,1365.5
BH,"Boost provides free peer-reviewed portable C++ source 
 libraries.  A large part of Boost is provided as C++ template code
 which is resolved entirely at compile-time without linking.  This 
 package aims to provide the most useful subset of Boost libraries 
 for template use among CRAN packages. By placing these libraries in 
 this package, we offer a more efficient distribution system for CRAN 
 as replication of this code in the sources of other packages is 
 avoided. As of release 1.72.0-3, the following Boost libraries are
 included: 'accumulators' 'algorithm' 'align' 'any' 'atomic' 'bimap'
 'bind' 'circular_buffer' 'compute' 'concept' 'config' 'container'
 'date_time' 'detail' 'dynamic_bitset' 'exception' 'flyweight'
 'foreach' 'functional' 'fusion' 'geometry' 'graph' 'heap' 'icl'
 'integer' 'interprocess' 'intrusive' 'io' 'iostreams' 'iterator'
 'math' 'move' 'mp11' 'mpl' 'multiprcecision' 'numeric' 'pending'
 'phoenix' 'polygon' 'preprocessor' 'propery_tree' 'random' 'range'
 'scope_exit' 'smart_ptr' 'sort' 'spirit' 'tuple' 'type_traits'
 'typeof' 'unordered' 'utility' 'uuid'.",2020-01-08,Dirk Eddelbuettel,https://github.com/eddelbuettel/bh,TRUE,https://github.com/eddelbuettel/bh,19932259,66,2020-05-03T19:22:25Z,302003.92424242425
bib2df,Parse a BibTeX file to a data.frame to make it accessible for further analysis and visualization.,2019-05-22,Philipp Ottolinger,https://github.com/ropensci/bib2df,TRUE,https://github.com/ropensci/bib2df,16578,81,2019-12-09T12:07:40Z,204.66666666666666
bibliometrix,"Tool for quantitative research in scientometrics and bibliometrics.
    It provides various routines for importing bibliographic data from 'SCOPUS' (<http://scopus.com>),
    'Clarivate Analytics Web of Science' (<http://www.webofknowledge.com/>), 'Digital Science Dimensions' 
	(<https://www.dimensions.ai/>), 'Cochrane Library' (<http://www.cochranelibrary.com/>) 
	and 'PubMed' (<https://www.ncbi.nlm.nih.gov/pubmed/>) databases, performing bibliometric analysis 
    and building networks for co-citation, coupling, scientific collaboration and co-word analysis.",2020-05-25,Massimo Aria,"https://www.bibliometrix.org,
https://github.com/massimoaria/bibliometrix",TRUE,https://github.com/massimoaria/bibliometrix,181549,148,2020-06-01T19:01:45Z,1226.6824324324325
biclique,"A tool for enumerating maximal complete bipartite graphs. The input should be a edge list file or a binary matrix file. 
             The output are maximal complete bipartite graphs. Algorithms used can be found in this paper Y. Lu et al. BMC Res Notes 13, 88 (2020) <doi:10.1186/s13104-020-04955-0>.",2020-03-03,Yuping Lu,https://github.com/YupingLu/biclique,TRUE,https://github.com/yupinglu/biclique,10895,14,2020-03-03T21:51:21Z,778.2142857142857
biclustermd,"Biclustering is a statistical learning technique that simultaneously 
    partitions and clusters rows and columns of a data matrix. Since the solution 
    space of biclustering is in infeasible to completely search with current 
    computational mechanisms, this package uses a greedy heuristic. The algorithm 
    featured in this package is, to the best our knowledge, the first biclustering 
    algorithm to work on data with missing values. Li, J., Reisner, J., Pham, H., 
    Olafsson, S., and Vardeman, S. (2020) Biclustering with Missing Data. Information 
    Sciences, 510, 304–316.",2020-04-15,John Reisner,http://github.com/jreisner/biclustermd,TRUE,https://github.com/jreisner/biclustermd,4669,3,2020-04-15T01:03:16Z,1556.3333333333333
BifactorIndicesCalculator,"The calculator computes bifactor indices such as explained common variance (ECV), hierarchical Omega (OmegaH), percentage of uncontaminated correlations (PUC), item explained common variance (I-ECV), and more. This package is an R version of the 'Excel' based 'Bifactor Indices Calculator' (Dueber, 2017)  <doi:10.13023/edp.tool.01> with added convenience features for directly utilizing output from several programs that can fit confirmatory factor analysis or item response models.",2020-04-11,David Dueber,https://github.com/ddueber/BifactorIndicesCalculator,TRUE,https://github.com/ddueber/bifactorindicescalculator,3501,2,2020-04-10T01:44:49Z,1750.5
bife,"Estimates fixed effects binary choice models (logit and probit) with potentially many
  individual fixed effects and computes average partial effects. Incidental parameter bias can be
  reduced with an asymptotic bias-correction proposed by Fernandez-Val (2009) 
  <doi:10.1016/j.jeconom.2009.02.007>.",2020-01-12,Amrei Stammann,https://github.com/amrei-stammann/bife,TRUE,https://github.com/amrei-stammann/bife,38053,1,2020-01-19T12:42:15Z,38053
BIFIEsurvey,"
    Contains tools for survey statistics (especially in educational
    assessment) for datasets with replication designs (jackknife, 
    bootstrap, replicate weights; see Kolenikov, 2010;
    Pfefferman & Rao, 2009a, 2009b, <doi:10.1016/S0169-7161(09)70003-3>,
    <doi:10.1016/S0169-7161(09)70037-9>); Shao, 1996, 
    <doi:10.1080/02331889708802523>). 
    Descriptive statistics, linear and logistic regression, 
    path models for manifest variables with measurement error 
    correction and two-level hierarchical regressions for weighted 
    samples are included. Statistical inference can be conducted for 
    multiply imputed datasets and nested multiply imputed datasets
    and is in particularly suited for the analysis of plausible values
    (for details see George, Oberwimmer & Itzlinger-Bruneforth, 2016; 
    Bruneforth, Oberwimmer & Robitzsch, 2016; Robitzsch, Pham &
    Yanagida, 2016; <doi:10.17888/fdb-demo:bistE813I-16a>).    
    The package development was supported by BIFIE (Federal Institute for 
    Educational Research, Innovation and Development of the Austrian 
    School System; Salzburg, Austria).",2019-06-12,Alexander Robitzsch,"http://www.bifie.at,
https://www.bifie.at/bildungsforschung/forschungsdatenbibliothek,
https://www.bifie.at/large-scale-assessment-mit-r-methodische-grundlagen-der-oesterreichischen-bildungsstandardueberpruefung,
https://github.com/alexanderrobitzsch/BIFIEsurvey,
https://sites.google.com/site/alexanderrobitzsch2/software",TRUE,https://github.com/alexanderrobitzsch/bifiesurvey,125753,1,2019-06-12T15:24:00Z,125753
bigassertr,"
    Enhanced message functions (cat() / message() / warning() / error()) 
    using wrappers around sprintf(). Also, multiple assertion functions 
    (e.g. to check class, length, values, files, arguments, etc.).",2020-04-01,Florian Privé,https://github.com/privefl/bigassertr,TRUE,https://github.com/privefl/bigassertr,16977,1,2020-04-01T07:55:39Z,16977
BIGDAWG,"Data sets and functions for chi-squared Hardy-Weinberg and case-control association tests of highly polymorphic genetic data [e.g., human leukocyte antigen (HLA) data]. Performs association tests at multiple levels of polymorphism (haplotype, locus and HLA amino-acids) as described in Pappas DJ, Marin W, Hollenbach JA, Mack SJ (2016) <doi:10.1016/j.humimm.2015.12.006>. Combines rare variants to a common class to account for sparse cells in tables as described by Hollenbach JA, Mack SJ, Thomson G, Gourraud PA (2012) <doi:10.1007/978-1-61779-842-9_14>.",2019-11-12,Derek Pappas,"http://tools.immunogenomics.org/,
https://github.com/IgDAWG/BIGDAWG",TRUE,https://github.com/igdawg/bigdawg,30306,2,2019-10-18T01:52:44Z,15153
BIGL,"Response surface methods for drug synergy analysis. Available
    methods include generalized and classical Loewe formulations as well as Highest
    Single Agent methodology. Response surfaces can be plotted in an interactive
    3-D plot and formal statistical tests for presence of synergistic effects are
    available. Implemented methods and tests are described in the article 
    ""BIGL: Biochemically Intuitive Generalized Loewe null model for prediction 
    of the expected combined effect compatible with partial agonism and antagonism""
    by Koen Van der Borght, Annelies Tourny, Rytis Bagdziunas, Olivier Thas, 
    Maxim Nazarov, Heather Turner, Bie Verbist & Hugo Ceulemans (2017) 
    <doi:10.1038/s41598-017-18068-5>.",2020-02-20,Heather Turner,https://github.com/openanalytics/BIGL,TRUE,https://github.com/openanalytics/bigl,22107,4,2020-02-04T14:29:06Z,5526.75
biglasso,"Extend lasso and elastic-net model fitting for ultrahigh-dimensional, 
    multi-gigabyte data sets that cannot be loaded into memory. It's much more 
    memory- and computation-efficient as compared to existing lasso-fitting packages 
    like 'glmnet' and 'ncvreg', thus allowing for very powerful big data analysis 
    even with an ordinary laptop.",2019-09-09,Yaohui Zeng,"https://github.com/YaohuiZeng/biglasso,
https://arxiv.org/abs/1701.05936",TRUE,https://github.com/yaohuizeng/biglasso,43694,70,2020-02-13T17:56:46Z,624.2
bigmemory,"Create, store, access, and manipulate massive matrices.
    Matrices are allocated to shared memory and may use memory-mapped
    files.  Packages 'biganalytics', 'bigtabulate', 'synchronicity', and
    'bigalgebra' provide advanced functionality.",2019-12-23,Michael J. Kane,https://github.com/kaneplusplus/bigmemory,TRUE,https://github.com/kaneplusplus/bigmemory,431107,87,2019-12-23T00:36:01Z,4955.252873563219
bigparallelr,"Utility functions for easy parallelism in R. Include some reexports
    from other packages, utility functions for splitting and parallelizing over
    blocks, and choosing and setting the number of cores used.",2020-01-09,Florian Privé,https://github.com/privefl/bigparallelr,TRUE,https://github.com/privefl/bigparallelr,12175,1,2020-02-29T17:23:47Z,12175
bigQueryR,"Interface with 'Google BigQuery',
    see <https://cloud.google.com/bigquery/> for more information.
    This package uses 'googleAuthR' so is compatible with similar packages, 
    including 'Google Cloud Storage' (<https://cloud.google.com/storage/>) for result extracts. ",2019-10-09,Mark Edmondson,http://code.markedmondson.me/bigQueryR/,TRUE,https://github.com/cloudyr/bigqueryr,47510,31,2020-03-12T11:53:12Z,1532.5806451612902
bigreadr,"Read large text files by splitting them in smaller files.
    Package 'bigreadr' also provides some convenient wrappers around fread()
    and fwrite() from package 'data.table'. ",2019-10-18,Florian Privé,https://github.com/privefl/bigreadr,TRUE,https://github.com/privefl/bigreadr,23452,27,2019-11-02T08:25:29Z,868.5925925925926
bigrquery,Easily talk to Google's 'BigQuery' database from R.,2020-05-15,Hadley Wickham,https://github.com/rstats-db/bigrquery,TRUE,https://github.com/rstats-db/bigrquery,431039,393,2020-05-15T16:09:57Z,1096.7913486005089
bigsnpr,"Easy-to-use, efficient, flexible and scalable tools
    for analyzing massive SNP arrays <doi:10.1093/bioinformatics/bty185>.",2020-03-09,Florian Privé,https://privefl.github.io/bigsnpr,TRUE,https://github.com/privefl/bigsnpr,3693,55,2020-06-01T05:40:05Z,67.14545454545454
bigsparser,"Provides a sparse matrix format with data stored on disk, to be
    used in both R and C++. This is intended for more efficient use of sparse 
    data in C++ and also when parallelizing, since data on disk does not need
    copying. Only a limited number of features will be implemented. For now,
    conversion can be performed from a 'dgCMatrix' of R package 'Matrix'.",2020-05-25,Florian Privé,https://github.com/privefl/bigsparser,TRUE,https://github.com/privefl/bigsparser,1281,2,2020-05-15T14:54:49Z,640.5
bigstatsr,"Easy-to-use, efficient, flexible and scalable statistical tools.
  Package bigstatsr provides and uses Filebacked Big Matrices via memory-mapping.
  It provides for instance matrix operations, Principal Component Analysis,
  sparse linear supervised models, utility functions and more
  <doi:10.1093/bioinformatics/bty185>.",2020-03-12,Florian Privé,https://privefl.github.io/bigstatsr,TRUE,https://github.com/privefl/bigstatsr,23776,101,2020-03-11T17:15:11Z,235.40594059405942
bigstep,"Selecting linear and generalized linear models for large data sets
    using modified stepwise procedure and modern selection criteria (like
    modifications of Bayesian Information Criterion). Selection can be
    performed on data which exceed RAM capacity.",2019-07-25,Piotr Szulc,http://github.com/pmszulc/bigstep,TRUE,https://github.com/pmszulc/bigstep,16186,1,2019-07-23T06:55:23Z,16186
bigutilsr,"Utility functions for large-scale data. For now, package 'bigutilsr'
    mainly includes functions for outlier detection and PCA projection.",2020-05-15,Florian Privé,https://github.com/privefl/bigutilsr,TRUE,https://github.com/privefl/bigutilsr,9604,6,2020-03-30T16:06:58Z,1600.6666666666667
BigVAR,Estimates VAR and VARX models with structured Lasso Penalties.,2019-12-02,Will Nicholson,http://www.github.com/wbnicholson/BigVAR,TRUE,https://github.com/wbnicholson/bigvar,25067,31,2020-03-07T17:53:16Z,808.6129032258065
billboarder,"Provides an 'htmlwidgets' interface to 'billboard.js', 
    a re-usable easy interface JavaScript chart library, based on D3 v4+.
    Chart types include line charts, scatterplots, bar/lollipop charts, histogram/density plots, pie/donut charts and gauge charts.
    All charts are interactive, and a proxy method is implemented to smoothly update a chart without rendering it again in 'shiny' apps. ",2020-01-09,Victor Perrier,https://github.com/dreamRs/billboarder,TRUE,https://github.com/dreamrs/billboarder,43810,145,2020-05-18T10:32:01Z,302.13793103448273
binb,"A collection of 'LaTeX' styles using 'Beamer' customization for
 pdf-based presentation slides in 'RMarkdown'. At present it contains
 'RMarkdown' adaptations of the LaTeX themes 'Metropolis' (formerly 'mtheme')
 theme by Matthias Vogelgesang and others (now included in 'TeXLive'), the
 'IQSS' by Ista Zahn (which is included here), and the 'Monash' theme by
 Rob J Hyndman. Additional (free) fonts may be needed: 'Metropolis' prefers
 'Fira', and 'IQSS' requires 'Libertinus'.",2019-11-02,Dirk Eddelbuettel,https://github.com/eddelbuettel/binb,TRUE,https://github.com/eddelbuettel/binb,13082,136,2020-06-09T03:03:27Z,96.19117647058823
binman,"Tools and functions for managing the download of binary files.
    Binary repositories are defined in 'YAML' format. Defining new 
    pre-download, download and post-download templates allow additional 
    repositories to be added.",2018-07-18,John Harrison,https://github.com/ropensci/binman,TRUE,https://github.com/ropensci/binman,135582,12,2019-12-09T12:08:28Z,11298.5
binmapr,"The raw NGS (Next Generation Sequencing) variants called 
    from GBS (Genotyping by Sequencing) / WES (Whole Exon Sequencing)/
    WGS (Whole Genome Sequencing) may include many error sites. The 
    'binmapr' could fix the potential error sites and generate highly
    confident markers for downstream analysis, such as QTL (quantitative
    trait locus) mapping, genetic map construction. 
    Davey, J.W. (2011) <doi:10.1038/nrg3012>.",2019-10-20,Zhougeng Xu,https://github.com/xuzhougeng/binmapr,TRUE,https://github.com/xuzhougeng/binmapr,3130,8,2019-10-15T07:51:47Z,391.25
bioacoustics,"Contains all the necessary tools to process audio recordings of
             various formats (e.g., WAV, WAC, MP3, ZC), filter noisy files, 
             display audio signals, detect and extract automatically acoustic
             features for further analysis such as classification.",2020-05-24,Jean Marchal,https://github.com/wavx/bioacoustics/,TRUE,https://github.com/wavx/bioacoustics,22254,23,2020-05-23T18:34:05Z,967.5652173913044
bioC.logs,Download stats reports from the BioConductor.org stats website.,2020-02-13,Marcelo Ponce,https://github.com/mponce0/bioC.logs,TRUE,https://github.com/mponce0/bioc.logs,2155,0,2020-02-26T18:41:15Z,NA
BiocManager,A convenient tool to install and update Bioconductor packages.,2019-11-16,Martin Morgan,NA,TRUE,https://github.com/bioconductor/biocmanager,1444786,28,2020-05-23T20:05:55Z,51599.5
biocompute,"Tools to create, validate, and export BioCompute Objects
    described in King et al. (2019) <doi:10.17605/osf.io/h59uh>.
    Users can encode information in data frames, and compose
    BioCompute Objects from the domains defined by the standard.
    A checksum validator and a JSON schema validator are provided.
    This package also supports exporting BioCompute Objects as JSON,
    PDF, HTML, or 'Word' documents, and exporting to cloud-based platforms.",2019-11-28,Nan Xiao,"https://sbg.github.io/biocompute/,
https://github.com/sbg/biocompute",TRUE,https://github.com/sbg/biocompute,3071,1,2020-04-23T16:11:09Z,3071
biogram,"Tools for extraction and analysis of various
    n-grams (k-mers) derived from biological sequences (proteins
    or nucleic acids). Contains QuiPT (quick permutation test) for fast
    feature-filtering of the n-gram data.",2020-03-31,Michal Burdukiewicz,https://github.com/michbur/biogram,TRUE,https://github.com/michbur/biogram,25558,6,2020-04-04T19:59:18Z,4259.666666666667
bioimagetools,"Tools for 3D imaging, mostly for biology/microscopy. 
    Read and write TIFF stacks. Functions for segmentation, filtering and analyzing 3D point patterns.",2020-05-29,Volker Schmid,https://bioimaginggroup.github.io/bioimagetools,TRUE,https://github.com/bioimaginggroup/bioimagetools,19344,3,2020-05-29T11:12:05Z,6448
BioInstaller,"
    Can be used to integrate massive bioinformatics resources, such as tool/script and database. It provides the R functions and Shiny web application. Hundreds of bioinformatics tool/script and database have been included.",2018-11-20,Jianfeng Li,https://github.com/JhuangLab/BioInstaller,TRUE,https://github.com/jhuanglab/bioinstaller,38832,34,2019-11-28T07:59:31Z,1142.1176470588234
biomartr,"Perform large scale genomic data retrieval and functional annotation retrieval. This package aims to provide users with a standardized
                way to automate genome, proteome, 'RNA', coding sequence ('CDS'), 'GFF', and metagenome
                retrieval from 'NCBI RefSeq', 'NCBI Genbank', 'ENSEMBL', 'ENSEMBLGENOMES',
                and 'UniProt' databases. Furthermore, an interface to the 'BioMart' database
                (Smedley et al. (2009) <doi:10.1186/1471-2164-10-22>) allows users to retrieve
                functional annotation for genomic loci. In addition, users can download entire databases such
                as 'NCBI RefSeq' (Pruitt et al. (2007) <doi:10.1093/nar/gkl842>), 'NCBI nr',
                'NCBI nt', 'NCBI Genbank' (Benson et al. (2013) <doi:10.1093/nar/gks1195>), etc. as
                well as 'ENSEMBL' and 'ENSEMBLGENOMES' with only one command.",2020-01-10,Hajk-Georg Drost,"https://docs.ropensci.org/biomartr,
https://github.com/ropensci/biomartr",TRUE,https://github.com/ropensci/biomartr,58748,127,2020-06-04T07:21:25Z,462.5826771653543
BIOMASS,"Contains functions to estimate aboveground biomass/carbon and its uncertainty in tropical forests. 
	These functions allow to (1) retrieve and to correct taxonomy, (2) estimate wood density and its uncertainty, 
	(3) construct height-diameter models, (4) manage tree and plot coordinates, 
	(5) estimate the aboveground biomass/carbon at the stand level with associated uncertainty. 
	To cite BIOMASS, please use citation(""BIOMASS""). 
	See more in the article of Réjou-Méchain et al. (2017) <doi:10.1111/2041-210X.12753>.",2019-05-03,Maxime Réjou-Méchain,https://github.com/AMAP-dev/BIOMASS,TRUE,https://github.com/amap-dev/biomass,21519,5,2020-04-02T13:00:27Z,4303.8
BioMedR,"Calculating 293 chemical descriptors and 14 kinds of chemical fingerprints, 9920 protein descriptors based on protein sequences, more than 6000 DNA/RNA descriptors from nucleotide sequences, and six types of interaction descriptors using three different combining strategies. ",2019-07-05,Min-feng Zhu,https://github.com/wind22zhu/BioMedR,TRUE,https://github.com/wind22zhu/biomedr,6654,4,2019-10-19T11:02:19Z,1663.5
bioRad,"Extract, visualize and summarize aerial movements of birds and
    insects from weather radar data. See <doi:10.1111/ecog.04028>
    for a software paper describing package and methodologies.",2020-05-11,Adriaan M. Dokter,"https://github.com/adokter/bioRad,
https://adokter.github.io/bioRad",TRUE,https://github.com/adokter/biorad,8126,11,2020-05-27T18:27:10Z,738.7272727272727
bipartite,"Functions to visualise webs and calculate a series of indices commonly used to describe pattern in (ecological) webs. It focuses on webs consisting of only two levels (bipartite), e.g. pollination webs or predator-prey-webs. Visualisation is important to get an idea of what we are actually looking at, while the indices summarise different aspects of the web's topology. ",2020-04-03,Carsten F. Dormann,https://github.com/biometry/bipartite,TRUE,https://github.com/biometry/bipartite,119467,15,2020-05-29T12:57:01Z,7964.466666666666
